AGSB_CODINST;AGSB_NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMMATEMATICA;PROMINGLES;PROMLECTURACRITICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMRAZONAMIENTOCUANTITA;PROMCOMPETENCIASCIUDADAN;DESVMATEMATICA;DESVINGLES;DESVLECTURACRITICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVRAZONAMIENTOCUANTITA;DESVCOMPETENCIASCIUDADA;PERIODO
014902;COLEGIO INTEGRADO LAS MERCEDES;00901;MATANZA;SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;26;50,73;47,65;47,92;50,38;50,46;50,77;51,27;7,9;5,68;6,83;6,22;7,36;7,66;7,01;20142
068692;I.E.T. LOS ANDES - SEDE PRINCIPAL;00995;PLANADAS;TOLIMA;A;OFICIAL;MAÑANA;39;46,44;45,41;46,23;48,13;48,03;47,59;47,62;7,34;4,98;7,99;8,97;8,75;6,84;10,16;20142
172429;I.E. SAN NICOLAS  - SEDE PRINCIPAL;00019;BELLO;ANTIOQUIA;A;NO OFICIAL;MAÑANA;87;41,89;43,48;42,8;41,91;39,85;41,86;42,52;6,34;6,87;7,87;7,98;7,36;7,81;7,9;20142
109926;I.E.D. DE MONFORTH - SEDE PRINCIPAL;01122;YAVARATE;VAUPES;A;OFICIAL;MAÑANA;8;42,5;46,38;35,75;40;41,63;42,25;36,88;5,04;6,41;5,09;3,66;5,04;5,85;6,29;20142
089508;LICEO COMERCIAL SANTA LUCIA;01010;CALI;VALLE;A;NO OFICIAL;MAÑANA;9;55,22;56,22;54,89;55,67;54,67;55,11;54,44;7,9;4,41;5,56;4,24;6,93;10,78;4,88;20142
128801;INST. EDUC. COM. DIST. MANUEL ELKIN PATARROYO (ANT. C.C.E.B. # 200);00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;MAÑANA;50;46,78;45,42;46,56;46,26;44,7;47,06;46,68;7,99;4,49;8,55;8,02;8,12;8,36;7,8;20142
109058;I.E.T.A. Y  PARTICIPACION COMUNITARIA JULIO CESAR TURBAY - SEDE PRINCIPAL;00165;EL CARMEN DE BOLIVAR;BOLIVAR;A;OFICIAL;SABATINA - DOMINICAL;81;41,26;41,99;40,4;40,06;40,26;40,81;40,07;7,42;7,44;6,72;6,77;6,46;8,79;6,26;20142
168443;LICEO DEL CARIBE;00937;SINCELEJO;SUCRE;A;NO OFICIAL;MAÑANA;38;43,42;44,26;41,32;41,97;42,68;43,97;42,16;7,84;4,95;7,12;7,69;7,01;7,15;6,57;20142
006486;I.E. NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL;00331;MANZANARES;CALDAS;A;OFICIAL;MAÑANA;56;49,11;48,82;49,16;51,02;50,46;49,48;51,46;7,81;6,52;7,7;8,6;9,95;8,48;9,1;20142
163576;I.E. TERESA DE CALCUTA - SEDE PRINCIPAL;01059;YOPAL;CASANARE;A;OFICIAL;MAÑANA;17;49,59;48,12;47,88;50,41;51,71;50,65;50,53;8,46;4,48;6,64;7,19;5,49;7,21;6,32;20142
117671;COL ADVENTISTA SIMON BOLIVAR;00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;TARDE;22;51,36;51,27;51,14;48,73;48,82;53,86;48,82;7,58;8,45;8,28;9,03;8,53;8,16;8,32;20142
162636;INSTITUTO TECNICO AGROINDUSTRAIL DE EDUCACION CAMPESINA;00921;SAN JOSE DE MIRANDA;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;42;41,71;44,05;39,88;41,79;42,83;41,71;42,38;7,99;5,35;6,16;7,06;5,29;11;7,55;20142
152207;COL ETNOAGROPECUARIO DE TARIDO;00587;CANTON DEL SAN PABLO;CHOCO;A;OFICIAL;COMPLETA U ORDINARIA;7;36,86;42,71;36,43;38,71;40;36,14;37,43;2,73;4,89;4,93;4,11;4,58;5,79;4,2;20142
091520;INSTITUCIÓN EDUCATIVA FE Y ALEGRIA LA PAZ;00322;MANIZALES;CALDAS;A;OFICIAL;MAÑANA;179;50,8;50,24;51,02;49,84;49,4;50,53;50,32;8,57;7,96;8,09;8,5;9,32;8,71;8,85;20142
013136;LICEO ANDINO DE LA SANTISIMA TRINIDAD;00829;FILANDIA;QUINDIO;A;OFICIAL;MAÑANA;81;48,14;48,16;48,52;48,58;47,38;48,3;48,43;7,68;6,74;8,13;9,99;7,89;8,34;10,01;20142
143529;LIC HERNAN VILLA BAENA;00019;BELLO;ANTIOQUIA;A;OFICIAL;SABATINA - DOMINICAL;26;43,46;46,15;48,69;48,92;45,19;45,58;49,54;8,51;7,01;9,81;8,52;8,3;9,37;8,66;20142
111906;MERCEDES ABREGO;01036;PALMIRA;VALLE;A;OFICIAL;TARDE;61;51,02;49,48;49,82;49,97;50,34;50,41;50,33;10,24;8,06;9,75;9,74;10,63;10,22;10,26;20142
013441;COLEGIO OFICIAL LA INMACULADA;00836;PEREIRA;RISARALDA;A;OFICIAL;MAÑANA;78;54,31;57,15;57,17;55,86;54,46;54,33;56,37;8,27;12,73;8,48;8,51;8,11;8,69;8,14;20142
044495;IE MUNICIPAL NACIONAL - SEDE PRINCIPAL;00633;PITALITO;HUILA;A;OFICIAL;TARDE;80;62,19;56;57,74;58,85;61,78;60,31;58,24;9,39;7,4;7,58;7,6;7,92;10,1;7,64;20142
024612;I. E. ESCUELA NORMAL SUPERIOR DE JERICO;00062;JERICO;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;81;50,06;49,62;53,31;53,51;50,31;51,04;54,38;9,28;7,17;7,63;7,72;7,48;9,61;8,34;20142
057034;INSTITUCION EDUCATIVA DE LA BOQUILLA;00153;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;49;42,9;45,78;40,78;40,9;42;43,27;40,92;7,86;3,81;6,77;8;6,33;8,04;8,03;20142
164798;IE EL HATO - SEDE PRINCIPAL;00270;PESCA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;9;42,89;47;41;46,78;50,22;46,11;43,89;7,49;4,06;5,61;9,9;6,96;5,84;9,52;20142
097915;COLEGIO DOMINGO SAVIO;00910;PIEDECUESTA;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;12;52,33;53,67;53,08;53,17;52,5;54;54,67;8,4;9,95;9,34;9,39;10,45;9,22;12,28;20142
096297;LICEO METROPOLITANO TERESA DE JESUS;00145;SOLEDAD;ATLANTICO;A;NO OFICIAL;MAÑANA;81;46,6;47,58;47,62;47,68;47,37;47,38;48,02;7,52;5,04;7,87;9,31;7,14;7,25;9,9;20142
109850;SANTA ANA;00617;COLOMBIA;HUILA;A;OFICIAL;COMPLETA U ORDINARIA;8;47,88;44,13;43,25;49,63;51,63;47,38;50,25;5,74;4,29;4,13;4,53;6,78;6,21;4,92;20142
085753;I. E. ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA;00035;CAUCASIA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;52;50,15;47,92;51,37;50,4;48,77;49,15;49,81;8,11;5,62;8;7,59;9,43;7,95;8,02;20142
125203;INSTITUCION EDUCATIVA DISTRITAL ONCE DE NOVIEMBRE;00661;SANTA MARTA;MAGDALENA;A;OFICIAL;NOCHE;56;42,88;45,43;41,95;43,23;42,41;43,77;42,79;8;4,25;7,38;7,83;6,67;8,33;7,63;20142
033498;I.E. NORMAL SUPERIOR MONTES DE MARIA - SEDE PRINCIPAL;00185;SAN JUAN NEPOMUCENO;BOLIVAR;A;OFICIAL;MAÑANA;158;52,06;50,72;51,97;52,19;51,34;53,01;52,27;9,03;7,68;9,01;10,37;8,89;9,35;10,22;20142
005520;COL PEDRO JOSE SARMIENTO - SEDE PRINCIPAL;00295;SOCHA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;71;50,59;50,99;51,44;50,72;50,59;50,72;51,38;8,01;6,7;8,29;8,34;8,02;7,22;8,77;20142
157834;CENT EDUC DE VARONES;00678;PLATO;MAGDALENA;A;OFICIAL;MAÑANA;18;44,22;45,89;45,56;45,94;43,44;45,33;47,22;7,28;3,71;6,98;8,89;7,32;9,31;8,39;20142
003954;INSTITUCION EDUCATIVA COMERCIAL FRANCISCO JAVIER CISNEROS;00139;PUERTO COLOMBIA;ATLANTICO;A;OFICIAL;MAÑANA;72;53,42;53,82;52,54;50,61;51,99;53,76;52,08;9,38;10,23;8,47;9,1;9,48;8,34;9,25;20142
121293;I.E. MACAJAN - SEDE PRICIPAL;00962;TOLUVIEJO;SUCRE;A;OFICIAL;MAÑANA;36;47,75;48,64;45,78;46,11;48,58;46,72;46,28;7,19;5,41;9,26;8,71;8,95;6,56;9,49;20142
108167;E U SANTA TERESITA;00035;CAUCASIA;ANTIOQUIA;A;OFICIAL;MAÑANA;88;50,42;47,82;49,49;49,17;48,08;49,92;49,26;8;6,02;8,61;8,67;7,76;8,65;8,75;20142
071266;COL.  MONTESSORI;00153;CARTAGENA;BOLIVAR;A;NO OFICIAL;COMPLETA U ORDINARIA;48;63,6;80,02;63,19;62,6;63,33;60,94;60,38;8,64;11,39;8,29;9,5;9,49;9,04;7,19;20142
120352;COLEGIO CATOLICO LA INMACULADA;00122;YARUMAL;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;12;51,17;48,25;49,58;51;47,5;50;50,42;5,97;7,36;7,76;6,67;8,6;6,84;7,33;20142
135863;INSTITUCION EDUCATIVA POLITECNICO MARCELO MIRANDA - SEDE PRINCIPAL;00747;IPIALES;NARIÑO;A;OFICIAL;MAÑANA;34;51,21;49,03;49,68;50,32;51,5;51,12;50,09;9,52;7,52;7,23;7,9;9,64;9,07;8,33;20142
126904;INST EDUC PICACHITO;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;NOCHE;41;43,93;46,98;46,66;44,46;44,39;45,17;44,71;6,34;8,31;8,4;8,19;6,64;7,37;7,74;20142
043679;INST EDUC FE Y ALEGRIA LA CIMA;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;104;48,7;48,11;51,07;50,5;47,98;48,5;50,7;7,29;5,42;7,76;7,45;7,72;7,68;8,5;20142
123612;CENT EDUC DPTAL OSCAR PISCIOTTI NUMA;00669;EL BANCO;MAGDALENA;A;OFICIAL;MAÑANA;17;40,76;43,29;36,06;39,88;42,06;42,24;40,47;8,04;4,67;6,5;4,3;5,39;8,83;3,73;20142
068999;I.E. LA INMACULADA CONCEPCION - SEDE PRINCIPAL;00962;TOLUVIEJO;SUCRE;A;OFICIAL;MAÑANA;20;48,55;49,15;47,85;49,4;50;47,8;49,25;7,29;7,15;8,04;7,99;7,66;7,35;8,16;20142
121376;SEDE 1 FRANCISCO DE PAULA SANTANDER;00963;IBAGUE;TOLIMA;A;OFICIAL;MAÑANA;85;50,08;50,01;53,4;53,84;53,64;50,28;54,07;8,78;7,04;8,35;8,96;9,15;9,96;8,96;20142
131888;COLOMBO AMERICAN SCHOOL;00634;RIVERA;HUILA;A;NO OFICIAL;COMPLETA U ORDINARIA;24;66;86,75;69,29;63,75;66,38;65,46;62,79;10,92;11,65;8,41;10,37;8,03;11,97;8,57;20142
104851;COL INSUCA;00720;PASTO;NARIÑO;A;NO OFICIAL;MAÑANA;30;59,43;55,23;56,47;55,37;58,07;57,2;55,37;6,93;9,66;7,14;9,02;7,24;7,2;9,31;20142
162040;INSTITUCIÓN EDUCATIVA DON BOSCO IV;00145;SOLEDAD;ATLANTICO;A;NO OFICIAL;MAÑANA;21;47;47,1;44,48;47,38;44,52;47,76;47,52;8,07;5,97;6,77;9,57;9,94;7,73;11,13;20142
113431;INST EDUC BARRIO OLAYA HERRERA;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;57;44,86;46,42;45,7;44,33;44,95;45,05;44,54;8,72;5,69;8,74;10,16;7,33;8,18;10,88;20142
091876;I.E. FUNDADORES RAMON BUENO Y JOSÉ TRIANA - SEDE PRINCIPAL;00497;GIRARDOT;CUNDINAMARCA;A;OFICIAL;SABATINA - DOMINICAL;37;41,97;45,3;43,05;42,89;42,7;42,57;43,65;9,16;5,99;8,32;10,82;9,93;9,98;11,46;20142
149724;UNID EDUC EL FUTURO DEL MAÑANA;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;SABATINA - DOMINICAL;5;42,8;45,6;46,4;44,2;42,8;43,4;44,6;4,92;4,16;7,83;9,73;2,39;8,08;9,94;20142
119958;INST EDUC MATER DEI;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;64;54,55;54,48;57,33;55,94;55,38;54,27;56,02;9,09;9,71;9,3;8,72;9,61;8,99;8,09;20142
172288;ESCUELA SOL NACIENTE - SEDE PRINCIPAL;00562;TOCANCIPA;CUNDINAMARCA;A;NO OFICIAL;MAÑANA;10;51,1;49;57,6;57,2;55,9;48,9;56,2;11,84;4,32;9,31;8,99;4,86;12,94;9,57;20142
033647;SEDE 01 LA SAGRADA FAMILIA;00963;IBAGUE;TOLIMA;A;OFICIAL;TARDE;105;52,57;51,3;54,34;53,48;53,19;52,43;53,97;7,96;8,13;7,07;7,3;8,61;8,68;7,78;20142
160671;CENT EDUC DIST DIANA TURBAY I;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;SABATINA - DOMINICAL;39;44,26;46,38;45,49;46,05;45,92;45,33;46,26;7,85;4,99;8,86;9,48;6,27;8,56;9,93;20142
013524;INST EDUC KENNEDY;00836;PEREIRA;RISARALDA;A;OFICIAL;MAÑANA;65;50,8;50,03;52,8;52,31;51,17;51,68;53,54;8,28;8,36;7,62;8,58;7,75;8,65;8,58;20142
150979;COLEGIO DEPARTAMENTAL EL TRIUNFO;00484;EL COLEGIO;CUNDINAMARCA;A;OFICIAL;SABATINA - DOMINICAL;38;41,37;46,05;41,82;43,45;43,55;42,89;43,5;6,99;5,04;8,14;8,03;5,58;7,02;7,97;20142
121137;COLEGIO JOHN F. KENNEDY;00691;VILLAVICENCIO;META;A;OFICIAL;MAÑANA;97;49,36;49,07;52,15;52,44;50,49;49,88;52,56;7,36;7,41;7,64;8,87;7,86;7,78;9,06;20142
007096;SEDE INEM;00365;POPAYAN;CAUCA;A;OFICIAL;MAÑANA;141;50,04;49,57;50;50,89;50,6;49,87;51,29;8,03;6,25;7,63;8,14;7,65;7,9;8,74;20142
000018;COL ATENEO HORIZONTES;00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;12;52,75;60,92;58,42;55,33;54,92;52,58;54,5;8,79;12,32;6,88;7,49;9,18;7,76;8,66;20142
133710;COLEGIO DE MARIA;00122;YARUMAL;ANTIOQUIA;A;OFICIAL;NOCHE;130;42,28;43,61;42,59;43,22;41,08;43,81;43,37;7,43;5,55;8,18;7,97;7,21;9,3;8,38;20142
086777;COLEGIO INTEGRADO CAMPESTRE COLOMBIA HOY - SEDE PRINCIPAL;00487;FACATATIVA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;9;58,33;61,78;59,78;60,89;60,67;56,22;59,67;8,41;16,26;10,83;10,34;9,57;9,12;9,22;20142
055954;COL DIST EDUC BAS Y MEDIA JUAN EVANGELISTA GOMEZ;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;NOCHE;9;44,78;47;44,22;45,67;43,22;45,89;45,67;9,13;2,96;10,23;11,52;9,58;7,69;9,91;20142
107912;BACHILLERATO BUENOS AIRES;00432;MONTERIA;CORDOBA;A;OFICIAL;MAÑANA;36;51,58;46,44;47,97;49,39;51,06;50,94;49,53;8,29;5,73;7,56;7,58;9,03;8,79;8,57;20142
114967;COL CINCUENTENARIO DE FABRICATO;00019;BELLO;ANTIOQUIA;A;OFICIAL;TARDE;38;48,76;49,13;51,26;49,53;48,97;49,21;49,55;5,55;7,68;8,7;9,05;9,59;6,63;9,11;20142
097519;INST TECNICO MUNICIPAL DE LOS PATIOS;00805;LOS PATIOS;NORTE SANTANDER;A;OFICIAL;MAÑANA;71;51,37;50,51;52,45;50,31;51,65;51,65;50,76;7,98;7,87;9,19;9,81;8,44;8,53;10,09;20142
028480;GIMNASIO RISARALDA;00836;PEREIRA;RISARALDA;A;OFICIAL;MAÑANA;38;46,08;49,11;49,61;49,95;47,26;47,26;49,39;7,96;8,02;7,98;7,44;7,22;9;7,22;20142
126086;I.E.D. ALFREDO CORREA DE ANDREIS - SEDE PRINCIPAL;00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;MAÑANA;12;50,5;45;48,08;42,5;47,25;48,58;45,25;4,25;5,36;9,4;10,18;8,11;4,42;8,58;20142
122705;INSTITUCION EDUCATIVA CAPITÁN MIGUEL LARA;00711;PUERTO LOPEZ;META;A;OFICIAL;MAÑANA;38;50,45;47,66;49,84;50,63;50,03;51,37;50,95;7,35;4,01;7,31;7,93;6,87;7,78;8,39;20142
167221;CENT EDUC PUERTO NUEVO;00784;CUCUTA;NORTE SANTANDER;A;OFICIAL;MAÑANA;8;50;48,38;47,38;51,25;48,88;48,25;51,75;5,98;5,1;5,9;6,27;5,19;7,78;6,27;20142
020818;COL DIST KENNEDY;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;71;53,77;53,66;53,54;54,07;54,49;54,38;54,27;8,04;9,36;8,03;7,95;8;7,97;8,12;20142
047100;COL SANTA TERESITA;00126;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA U ORDINARIA;54;53,96;59,17;56,19;55,91;53,06;52,46;56,94;8,18;12,4;8,73;8,31;9,62;9,23;9,02;20142
147215;CENT EDUC DIST REP DE CHINA;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;62;51,34;51,56;52,82;52,32;53,69;52,05;52,71;8,19;7,62;6,74;8,94;8,7;8,88;8,05;20142
100396;LICEO PEDAGOGICO NUEVA GENERACION;00396;SANTANDER DE QUILICHAO;CAUCA;A;NO OFICIAL;TARDE;3;51,33;45;40,33;38;38;49,33;38,33;7,64;2;8,62;2;4,58;9,5;2,52;20142
167148;I. E. LA MATA;00413;CHIMICHAGUA;CESAR;A;OFICIAL;TARDE;12;43,08;42,75;38,67;43,08;41,75;43,08;43,92;8,86;7,89;6,44;8,14;6,38;7,63;8,86;20142
006072;INSTITUCION EDUCATIVA INSTITUTO MANIZALES;00322;MANIZALES;CALDAS;A;OFICIAL;MAÑANA;44;48,93;48,77;49,27;48,89;50,07;47,98;49,27;6,5;7,04;7,73;7,61;8,54;7,27;8,05;20142
062620;GIMN FRANCISCANO DE SUBA;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;38;49,79;48,82;49,71;52,58;50,87;50,89;52,55;7,81;6,75;7,82;10,6;8,67;8,32;10,41;20142
015198;COL. DE LA PRESENTACION;00927;SOCORRO;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;26;62,46;65,88;60,46;61,46;62,54;62,04;62,88;9,33;17,81;7,46;10,43;10,35;10,25;12,33;20142
083840;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA CUMBE;00733;CUMBAL;NARIÑO;A;OFICIAL;MAÑANA;17;43,59;45,24;40,47;42,18;44,41;43,12;42,12;7,58;3,95;6,25;7,82;4;10,1;6,7;20142
044289;ACEVEDO Y GOMEZ;00359;PUERTO RICO;CAQUETA;A;OFICIAL;MAÑANA;70;47,73;46,83;46,4;47,47;47,5;49,04;46,84;6,54;4,83;7,22;8,78;7,33;6,67;9,36;20142
160242;I.E. COSTA RICA - SEDE PRINCIPAL;00938;BUENAVISTA;SUCRE;A;OFICIAL;SABATINA - DOMINICAL;23;43,57;45,65;36,39;37,17;40,48;43,65;37,96;8,16;5,76;6,62;7,43;6,06;8,9;7,42;20142
091322;LIC MAX PLANCK;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;30;51,53;49,3;53;54,37;54,57;50,7;55,17;9,84;5,46;6,91;7,87;7,3;9,85;8,64;20142
068320;I. E. TÉCNICA AGRICOLA DE CONEJO;00652;FONSECA;LA GUAJIRA;A;OFICIAL;COMPLETA U ORDINARIA;10;53,3;46,3;47,7;52,2;53;52,1;52;8,76;4,45;6,38;8,52;9,88;9,86;10,62;20142
018416;SAGRADO CORAZON;01026;EL CERRITO;VALLE;A;OFICIAL;MAÑANA;195;50,61;49,27;50,93;50,26;50,45;49,98;50,27;8,62;6,21;9,17;9,67;8,58;9,24;9,67;20142
089805;INST EDUC SAN VICENTE DE PAUL;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;176;51,31;49,34;53,11;51,6;50,03;51,89;51,74;8,14;7,24;9,14;8,34;8,23;8,69;8,34;20142
164244;INST EDUC FRANCISCO DE PAULA SANTANDER;00836;PEREIRA;RISARALDA;A;OFICIAL;MAÑANA;11;42,73;45,91;46,55;43,73;43,09;44,09;44,09;6,31;5,47;6,39;7,36;7,5;7,62;6,66;20142
014365;I E TEC NACIONAL DE COMERCIO;00850;BUCARAMANGA;SANTANDER;A;OFICIAL;MAÑANA;136;63,97;61,54;60,57;59,39;63,98;62,05;59,9;11,2;12,15;8,39;8,79;9,39;10,82;8,61;20142
126318;COLEGIO NUESTRA SEÑORA DEL CARMEN;00691;VILLAVICENCIO;META;A;NO OFICIAL;MAÑANA;23;52,17;50,43;53,74;50,3;51,57;52,74;48,96;8,63;5,32;8,35;8,83;8,54;8,11;8,5;20142
143982;SEDE JUAN XXIII;00655;MAICAO;LA GUAJIRA;A;OFICIAL;MAÑANA;21;47,1;46,81;45,29;46,33;43,86;47,1;45,33;6,29;4,9;7,53;7,91;7,01;6,43;8,25;20142
169417;INSTITUTO ESTUDIANTIL REGIONAL INTER - SEDE PRINCIPAL;00808;OCAÑA;NORTE SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;34;45,21;44,94;45,97;45,91;44,62;45,41;46,09;8,03;5,18;8,11;7,78;8,32;9,99;7;20142
179564;GIMNASIO SANTO DOMINGO DE LA JUVENTUD;00548;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;17;51,59;50,06;48,41;49,65;47,88;49,47;49,76;8,1;6,11;8,34;7,27;9,64;8,51;7,71;20142
133116;INSTITUCION EDUCATIVA DISTRITAL HILDA MUÑOZ;00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;TARDE;27;49,93;53,3;52,37;52,15;52,89;50,33;51,04;8,87;11,21;9,81;8,45;9,35;9,2;8,56;20142
063669;I. E. R. FARALLONES;00022;BOLIVAR;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;17;51,18;47,59;54,53;55,71;52,53;50,53;56,12;8,45;7,47;7,48;10,55;8,22;9,68;8,73;20142
151084;CENTRO EDUCATIVO ASODESI;00432;MONTERIA;CORDOBA;A;NO OFICIAL;MAÑANA;22;53,82;53,95;55,64;55,59;55,95;53,82;55,77;9,88;9,41;11,93;8,41;10,27;13,58;9,77;20142
071076;CORPORACIÓN EDUCATIVA NIÑO JESUS - SEDE PRINCIPAL;00141;SABANAGRANDE;ATLANTICO;A;NO OFICIAL;MAÑANA;16;48,31;48;47,81;48,19;50,63;46,94;48;4,94;4,97;6,57;7,57;9,01;5,5;7,3;20142
091637;COLEGIO SANTA MARIA DE CAQUIONA;00366;ALMAGUER;CAUCA;A;OFICIAL;MAÑANA;26;45,15;41,96;37,81;40,12;41,31;46,85;39,85;9,43;4,58;9,15;9,72;9,16;8,13;8,54;20142
171843;INST EDUC JORGE ELIECER GAITAN;00836;PEREIRA;RISARALDA;A;OFICIAL;MAÑANA;23;49,04;47,04;49,61;49,83;49,17;48,52;50,22;6,61;6;7,03;7,93;8,2;6,95;8,02;20142
146159;SALEN;00624;ISNOS;HUILA;A;OFICIAL;SABATINA - DOMINICAL;40;42,4;44,45;42,13;44,9;42,95;44,85;44,85;7,9;5,01;9,06;8,54;7,36;8,7;9,29;20142
141416;CENTRO EDUCATIVO SURAMERICANO - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;NOCHE;5;42;45;37,8;46,6;37,8;44,6;48;9,03;6,12;2,28;6,88;10,01;4,93;6,16;20142
112466;FRANCISCO JOSE LLOREDA MERA - SEDE PRINCIPAL;01010;CALI;VALLE;A;OFICIAL;MAÑANA;87;49,71;49,69;51,22;50,97;51,56;50,02;50,78;8,91;6,37;7,49;9,46;8,72;9,02;9,29;20142
096982;INSTITUCIÓN EDUCATIVA POLICARPA SALAVARRIETA;00432;MONTERIA;CORDOBA;A;OFICIAL;NOCHE;10;47,4;45,5;46,3;45,8;43,8;46,9;46,3;8,3;5,6;10,92;9,25;5,67;8,91;7,56;20142
017012;INSTITUCION EDUCATIVA GUILLERMO VALENCIA;01010;CALI;VALLE;A;OFICIAL;MAÑANA;16;46,06;48,5;51,63;51,63;47,56;46,94;52,69;5,87;4,99;7,8;5,28;6,72;6,64;5,72;20142
150862;INSTITUTO EDUCATIVA DEPARTAMENTAL BOLIVAR;00566;UBATE;CUNDINAMARCA;A;OFICIAL;NOCHE;14;48,5;48,64;48,29;46,86;45,21;47,79;46,29;9,65;5,14;6,38;8,18;6,14;11,21;9,52;20142
164509;COL FUNDADORES EN ADMINISTRACION (AC);00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;TARDE;107;40,75;41,99;42,05;41,79;41,32;41,38;41,98;10,96;10,67;10,34;11,61;11,4;11,49;11,91;20142
136697;CENT EDUC DIST CHICO SUR;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;64;51,05;50,28;49,48;49,48;50,88;49,91;49,61;8,57;5,34;8,41;8,68;9,7;8,79;8,83;20142
147850;GIMNASIO MODERNO SANTA SOFIA;00230;DUITAMA;BOYACA;A;NO OFICIAL;COMPLETA U ORDINARIA;15;51,8;51,67;50,6;52,6;53,87;52,67;52;6,32;8,84;9,16;8,23;6,49;4,94;7,23;20142
155648;INSTITUCION EDUCATIVA ALBERTO E. FERNANDEZ BAENA;00153;CARTAGENA;BOLIVAR;A;OFICIAL;MAÑANA;77;48,51;48,04;47,86;47,49;45,35;48,4;48,05;8,31;7,14;9,05;9,44;8,61;7,81;9,99;20142
001131;COL LA ANUNCIACION;00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;47;55,79;56,89;60,06;55,66;58,43;53,94;56,62;9,17;10,15;7,37;7,19;8,33;9,62;7,62;20142
151183;COL JOSE ORTEGA Y GASSET;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;19;55,84;57,32;58,37;57,21;58,37;54,79;57,53;6,39;10,08;6,06;7,26;6,6;7,41;7,69;20142
001206;I. E. ESCUELA NORMAL SUPERIOR;00002;ABEJORRAL;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;54;50,65;49,17;53,28;53,7;52,96;51,09;53,76;7,63;7,6;7,79;6,23;7,34;8,91;6,95;20142
033597;INSTITUCION EDUCATIVA PABLO VI;00840;DOS QUEBRADAS;RISARALDA;A;OFICIAL;TARDE;23;55,91;49,96;55,96;55,43;55,57;55,61;55,52;9,82;10,34;8,99;9,25;9,51;8,69;8,54;20142
133843;I.E. DE PLAYITAS - SEDE PRINCIPAL;00186;SAN MARTIN DE LOBA;BOLIVAR;A;OFICIAL;COMPLETA U ORDINARIA;13;43,54;48;41,92;41,23;45,46;43,08;42,77;6,6;7,33;7,66;10,54;7,69;7,25;10,56;20142
